30-08-2021 05:06:49
Mouse:(556.0, 92.0) L: false R: false U: false D: false Player Location: (20.0, 10.0, 20.0) Camera Direction: (0.0, 0.0, 1.0)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 9.000003, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 5.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.004882793, 0.9999881)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.86667, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.725003, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 6.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0058593415, 0.99998283)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 7.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.0068358844, 0.99997663)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
